customer_id|first_name|last_name|email|country|signup_date|total_spent
80|Kiran|Verma|kiran.verma80@company.com|UK|2023-07-08|19415.09
81|Riya|Reddy|riya.reddy81@gmail.com|Canada|2022-10-14|2100.81
82|Rohan|Patel|rohan.patel82@outlook.com|USA|2020-12-01|1213.14
83|Vikram|Gupta|vikram.gupta83@outlook.com|Australia|2022-08-05|4888.82
84|Meera|Reddy|meera.reddy84@yahoo.com|USA|2021-05-19|9284.26
85|Ananya|Kapoor|ananya.kapoor85@yahoo.com|USA|2020-08-09|13428.05
86|Rohan|Reddy|rohan.reddy86@company.com|India|2024-11-25|4373.25
87|Vikram|Kapoor|vikram.kapoor87@gmail.com|Canada|2022-07-16|19183.94
88|Vikram|Kapoor|vikram.kapoor88@gmail.com|UAE|2023-10-16|396.27
89|Aarav|Kapoor|aarav.kapoor89@outlook.com|UK|2024-02-22|11871.51
90|Arjun|Reddy|arjun.reddy90@gmail.com|UK|2024-04-25|18318.31
91|Karthik|Reddy|karthik.reddy91@yahoo.com|Australia|2025-09-13|14543.83
92|Neha|Singh|neha.singh92@yahoo.com|India|2022-01-06|19708.17
93|Amit|Gupta|amit.gupta93@company.com|Australia|2022-03-27|17245.27
94|Rohan|Patel|rohan.patel94@outlook.com|Australia|2025-04-21|12986.72
95|Ananya|Gupta|ananya.gupta95@company.com|India|2024-10-11|17201.45
96|Aarav|Gupta|aarav.gupta96@company.com|Canada|2023-06-05|14316.13
97|Neha|Gupta|neha.gupta97@yahoo.com|India|2020-09-17|13084.34
98|Riya|Gupta|riya.gupta98@gmail.com|Germany|2025-09-28|3780.94
99|Arjun|Singh|arjun.singh99@gmail.com|India|2020-12-24|2169.44
100|Pooja|Gupta|pooja.gupta100@company.com|India|2022-12-10|10687.22
101|Riya|Malhotra|riya.malhotra101@yahoo.com|UAE|2019-09-18|19012.76
102|Neha|Patel|neha.patel102@outlook.com|Canada|2021-02-27|765.29
103|Riya|Iyer|riya.iyer103@gmail.com|USA|2019-06-14|4923.23
104|Riya|Mehta|riya.mehta104@outlook.com|UK|2019-04-09|15344.87
105|Sonal|Malhotra|sonal.malhotra105@outlook.com|Germany|2023-09-21|3272.44
106|Rahul|Patel|rahul.patel106@company.com|Singapore|2024-05-27|13711.15
107|Rohan|Malhotra|rohan.malhotra107@outlook.com|Canada|2024-07-01|8222.32
108|Ananya|Iyer|ananya.iyer108@gmail.com|UK|2021-08-08|13988.97
109|Pooja|Verma|pooja.verma109@company.com|Australia|2024-10-03|19356.54
110|Sonal|Singh|sonal.singh110@gmail.com|UAE|2025-05-23|19656.62
111|Karthik|Kapoor|karthik.kapoor111@gmail.com|India|2019-05-11|16944.97
112|Rahul|Nair|rahul.nair112@outlook.com|USA|2023-08-07|4905.41
113|Ananya|Nair|ananya.nair113@gmail.com|Singapore|2024-03-12|18378.27
114|Sneha|Gupta|sneha.gupta114@outlook.com|Canada|2019-04-09|14612.95
115|Sneha|Singh|sneha.singh115@yahoo.com|Canada|2021-12-09|15685.77
116|Rohan|Gupta|rohan.gupta116@yahoo.com|Germany|2021-10-01|846.59
117|Riya|Nair|riya.nair117@gmail.com|Germany|2023-07-01|2546.81
118|Riya|Iyer|riya.iyer118@gmail.com|India|2022-02-14|2866.3
119|Rahul|Gupta|rahul.gupta119@yahoo.com|Singapore|2022-11-06|10902.82
120|Pooja|Singh|pooja.singh120@company.com|Australia|2020-03-25|7546.61
121|Aarav|Kapoor|aarav.kapoor121@outlook.com|UK|2019-08-21|17663.6
122|Riya|Verma|riya.verma122@gmail.com|UK|2021-08-11|8966.73
123|Sonal|Verma|sonal.verma123@gmail.com|Australia|2022-03-04|5439.22
124|Kiran|Singh|kiran.singh124@company.com|UAE|2022-01-19|6112.84
125|Kiran|Mehta|kiran.mehta125@yahoo.com|India|2022-03-23|8653.67
126|Ananya|Singh|ananya.singh126@company.com|Singapore|2024-09-16|7306.33
127|Sneha|Kapoor|sneha.kapoor127@yahoo.com|Singapore|2024-11-07|5117.92
128|Pooja|Verma|pooja.verma128@company.com|Australia|2024-03-23|14755.31
129|Arjun|Nair|arjun.nair129@company.com|India|2025-04-26|19684.27
130|Pooja|Chopra|pooja.chopra130@company.com|India|2023-07-19|11383.81
131|Aarav|Singh|aarav.singh131@company.com|Germany|2024-10-22|13364.63
132|Amit|Iyer|amit.iyer132@company.com|USA|2021-07-15|2823.2
133|Riya|Singh|riya.singh133@company.com|UAE|2024-05-21|1533.69
134|Sonal|Kapoor|sonal.kapoor134@gmail.com|UAE|2025-08-17|15825.04
135|Sonal|Sharma|sonal.sharma135@yahoo.com|UAE|2025-06-18|13238.33
136|Aarav|Reddy|aarav.reddy136@outlook.com|Australia|2021-05-25|9150.03
137|Meera|Chopra|meera.chopra137@outlook.com|India|2020-02-14|12662.69
138|Rahul|Kapoor|rahul.kapoor138@outlook.com|Germany|2024-11-12|6503.61
139|Aarav|Chopra|aarav.chopra139@outlook.com|UAE|2025-10-17|12735.61
140|Sonal|Reddy|sonal.reddy140@gmail.com|UAE|2019-11-24|15418.55
141|Riya|Singh|riya.singh141@yahoo.com|India|2023-09-10|6023.13
142|Kiran|Iyer|kiran.iyer142@gmail.com|India|2022-12-14|10535.91
143|Aarav|Malhotra|aarav.malhotra143@gmail.com|India|2019-10-26|13628.61
144|Riya|Mehta|riya.mehta144@yahoo.com|Singapore|2020-08-09|14217.41
145|Arjun|Sharma|arjun.sharma145@company.com|Germany|2025-07-19|10501.94
146|Rahul|Patel|rahul.patel146@yahoo.com|UAE|2019-01-19|548.3
147|Vikram|Iyer|vikram.iyer147@outlook.com|Canada|2021-07-13|16287.47
148|Arjun|Iyer|arjun.iyer148@company.com|UK|2025-06-10|8543.03
149|Amit|Sharma|amit.sharma149@gmail.com|Singapore|2020-02-24|7018.23
150|Rohan|Iyer|rohan.iyer150@gmail.com|UK|2021-06-22|11555.62
151|Riya|Kapoor|riya.kapoor151@company.com|UAE|2022-12-24|4421.68
152|Sneha|Sharma|sneha.sharma152@gmail.com|USA|2020-06-17|10432.02
153|Amit|Patel|amit.patel153@outlook.com|USA|2021-07-26|10716.59
154|Meera|Verma|meera.verma154@yahoo.com|UAE|2022-10-21|3735.94
155|Meera|Patel|meera.patel155@company.com|Singapore|2021-03-16|8064.08
156|Rahul|Sharma|rahul.sharma156@gmail.com|India|2021-12-17|5110.72
157|Sonal|Iyer|sonal.iyer157@company.com|UAE|2020-11-14|3089.7
158|Aarav|Sharma|aarav.sharma158@yahoo.com|Australia|2020-11-20|14063.15
159|Meera|Malhotra|meera.malhotra159@yahoo.com|Australia|2020-11-17|4876.24
160|Arjun|Reddy|arjun.reddy160@outlook.com|Australia|2022-10-26|14454.34
161|Karthik|Malhotra|karthik.malhotra161@outlook.com|UAE|2019-01-04|14397.69
162|Vikram|Sharma|vikram.sharma162@gmail.com|USA|2022-06-07|1202.95
163|Aarav|Sharma|aarav.sharma163@yahoo.com|Germany|2025-06-06|17925.33
164|Sneha|Kapoor|sneha.kapoor164@gmail.com|UK|2019-06-13|9686.38
165|Aarav|Iyer|aarav.iyer165@outlook.com|UAE|2020-07-22|1958.06
166|Sneha|Kapoor|sneha.kapoor166@yahoo.com|UK|2022-12-08|2916.8
167|Rohan|Kapoor|rohan.kapoor167@company.com|Singapore|2020-08-01|15217.35
168|Karthik|Nair|karthik.nair168@company.com|USA|2020-08-25|9725.07
169|Karthik|Malhotra|karthik.malhotra169@gmail.com|Australia|2023-07-03|10142.1
170|Sneha|Mehta|sneha.mehta170@outlook.com|UK|2019-11-22|13722.66
171|Arjun|Kapoor|arjun.kapoor171@gmail.com|UAE|2024-10-23|7184.01
172|Aarav|Verma|aarav.verma172@company.com|USA|2019-02-05|16284.6
173|Karthik|Verma|karthik.verma173@yahoo.com|India|2020-02-26|5717.71
174|Amit|Chopra|amit.chopra174@gmail.com|Canada|2024-12-17|15921.17
175|Vikram|Malhotra|vikram.malhotra175@outlook.com|India|2019-10-04|14530.18
176|Pooja|Iyer|pooja.iyer176@yahoo.com|Canada|2021-05-20|5790.52
177|Aarav|Mehta|aarav.mehta177@outlook.com|Australia|2019-05-07|2774.46
178|Neha|Chopra|neha.chopra178@gmail.com|Germany|2020-09-21|6066.86
179|Karthik|Gupta|karthik.gupta179@gmail.com|USA|2021-09-02|8506.76
180|Vikram|Reddy|vikram.reddy180@outlook.com|Germany|2019-05-06|17319.8
181|Neha|Reddy|neha.reddy181@gmail.com|Singapore|2025-04-07|13984.54
182|Rohan|Singh|rohan.singh182@gmail.com|Singapore|2025-01-09|19914.44
183|Amit|Malhotra|amit.malhotra183@yahoo.com|Canada|2022-12-26|1545.94
184|Neha|Reddy|neha.reddy184@gmail.com|Australia|2020-07-22|15034.25
185|Sneha|Kapoor|sneha.kapoor185@company.com|Australia|2019-01-28|12905.36
186|Neha|Singh|neha.singh186@company.com|Singapore|2025-06-25|4096.71
187|Rahul|Malhotra|rahul.malhotra187@gmail.com|UAE|2025-01-10|7567.82
188|Ananya|Singh|ananya.singh188@gmail.com|UK|2022-10-21|2486.27
189|Vikram|Nair|vikram.nair189@company.com|USA|2023-05-05|12158.07
190|Aarav|Gupta|aarav.gupta190@yahoo.com|USA|2020-07-08|18063.37
191|Sonal|Singh|sonal.singh191@company.com|Germany|2019-10-05|19518.86
192|Rohan|Mehta|rohan.mehta192@gmail.com|Singapore|2024-01-10|5617.78
193|Sonal|Gupta|sonal.gupta193@outlook.com|Canada|2024-08-11|15581.28
194|Rahul|Reddy|rahul.reddy194@gmail.com|India|2024-10-13|414.93
195|Rohan|Mehta|rohan.mehta195@gmail.com|Canada|2021-12-20|4672.76
196|Arjun|Malhotra|arjun.malhotra196@company.com|Canada|2021-06-25|7531.38
197|Pooja|Malhotra|pooja.malhotra197@gmail.com|Canada|2022-12-14|11777.07
198|Riya|Verma|riya.verma198@gmail.com|UK|2025-07-22|13345.65
199|Riya|Kapoor|riya.kapoor199@yahoo.com|USA|2020-11-28|11705.79
200|Rohan|Reddy|rohan.reddy200@yahoo.com|Singapore|2023-06-24|8751.62
201|Riya|Kapoor|riya.kapoor201@company.com|Germany|2022-12-26|10288.15
202|Aarav|Malhotra|aarav.malhotra202@company.com|UAE|2025-04-18|3851.62
203|Vikram|Mehta|vikram.mehta203@company.com|India|2024-07-21|18101.35
204|Amit|Chopra|amit.chopra204@outlook.com|Australia|2021-06-07|15996.04
205|Pooja|Malhotra|pooja.malhotra205@gmail.com|UK|2024-02-01|9019.22
206|Aarav|Reddy|aarav.reddy206@outlook.com|USA|2022-12-06|11987.73
207|Sneha|Iyer|sneha.iyer207@yahoo.com|Germany|2019-07-05|14264.58
208|Sonal|Singh|sonal.singh208@outlook.com|Singapore|2024-02-13|9974.51
209|Rohan|Singh|rohan.singh209@gmail.com|UK|2024-08-24|19338.04
210|Sonal|Nair|sonal.nair210@company.com|USA|2022-10-21|7064.35
211|Sonal|Reddy|sonal.reddy211@gmail.com|UAE|2021-12-02|1029.58
212|Neha|Kapoor|neha.kapoor212@gmail.com|Canada|2021-09-12|12498.7
213|Rahul|Iyer|rahul.iyer213@gmail.com|UAE|2019-12-12|18446.7
214|Sonal|Patel|sonal.patel214@yahoo.com|USA|2024-06-03|11349.07
215|Aarav|Verma|aarav.verma215@company.com|Singapore|2025-04-28|13844.13
216|Vikram|Patel|vikram.patel216@outlook.com|India|2024-01-09|10448.36
217|Vikram|Mehta|vikram.mehta217@company.com|USA|2019-11-11|7494.05
218|Rahul|Iyer|rahul.iyer218@company.com|Germany|2022-01-15|3643.37
219|Aarav|Malhotra|aarav.malhotra219@gmail.com|USA|2019-06-15|7613.54
220|Sonal|Nair|sonal.nair220@yahoo.com|India|2021-02-03|11234.7
221|Sneha|Malhotra|sneha.malhotra221@company.com|UK|2024-02-24|6294.19
222|Ananya|Reddy|ananya.reddy222@outlook.com|Singapore|2020-11-05|723.43
223|Rohan|Verma|rohan.verma223@outlook.com|UK|2024-03-06|10193.03
224|Arjun|Singh|arjun.singh224@yahoo.com|Australia|2020-03-24|7146.97
225|Vikram|Patel|vikram.patel225@outlook.com|India|2022-07-22|15664.42
226|Kiran|Kapoor|kiran.kapoor226@company.com|USA|2023-04-05|3925.56
227|Karthik|Nair|karthik.nair227@gmail.com|Singapore|2021-06-01|11221.83
228|Kiran|Kapoor|kiran.kapoor228@outlook.com|Australia|2021-12-07|17827.67
229|Amit|Sharma|amit.sharma229@outlook.com|Australia|2024-03-25|17349.95
230|Riya|Malhotra|riya.malhotra230@gmail.com|Singapore|2021-05-11|4679.67
231|Riya|Nair|riya.nair231@yahoo.com|Canada|2021-03-03|11704.0
232|Sonal|Gupta|sonal.gupta232@gmail.com|Canada|2024-09-20|375.15
233|Rahul|Iyer|rahul.iyer233@yahoo.com|Germany|2025-09-13|8697.83
234|Ananya|Verma|ananya.verma234@gmail.com|Singapore|2025-01-28|856.15
235|Amit|Verma|amit.verma235@yahoo.com|USA|2024-04-04|4623.53
236|Sonal|Patel|sonal.patel236@company.com|Singapore|2025-02-26|12360.4
237|Meera|Iyer|meera.iyer237@yahoo.com|Australia|2021-02-13|9040.65
238|Rahul|Nair|rahul.nair238@outlook.com|UK|2024-08-12|9675.75
239|Meera|Reddy|meera.reddy239@gmail.com|India|2021-08-16|6807.99
240|Aarav|Singh|aarav.singh240@outlook.com|Singapore|2020-12-23|6518.4
241|Aarav|Reddy|aarav.reddy241@company.com|India|2024-06-12|17916.88
242|Pooja|Verma|pooja.verma242@company.com|Canada|2021-10-27|990.99
243|Meera|Iyer|meera.iyer243@gmail.com|Germany|2023-01-18|13596.27
244|Arjun|Iyer|arjun.iyer244@gmail.com|Singapore|2024-03-23|6396.09
245|Sneha|Mehta|sneha.mehta245@yahoo.com|Australia|2019-03-18|15359.99
246|Arjun|Singh|arjun.singh246@gmail.com|India|2025-12-23|10035.2
247|Ananya|Nair|ananya.nair247@company.com|UAE|2021-06-23|11076.99
248|Vikram|Malhotra|vikram.malhotra248@company.com|USA|2022-09-18|18303.47
249|Vikram|Reddy|vikram.reddy249@outlook.com|UAE|2021-07-26|10026.2
250|Kiran|Malhotra|kiran.malhotra250@gmail.com|Canada|2020-01-26|11938.71
251|Aarav|Verma|aarav.verma251@gmail.com|Germany|2019-12-19|14689.15
252|Neha|Iyer|neha.iyer252@company.com|USA|2020-03-03|4905.17
253|Karthik|Kapoor|karthik.kapoor253@company.com|USA|2025-02-16|15361.77
254|Sneha|Kapoor|sneha.kapoor254@outlook.com|UK|2020-08-11|2842.19
255|Rohan|Nair|rohan.nair255@yahoo.com|UK|2025-09-18|18118.27
256|Rahul|Malhotra|rahul.malhotra256@outlook.com|India|2021-06-08|16538.08
257|Aarav|Kapoor|aarav.kapoor257@company.com|Canada|2019-09-14|682.77
258|Vikram|Mehta|vikram.mehta258@company.com|Germany|2020-05-24|5299.61
259|Amit|Malhotra|amit.malhotra259@outlook.com|India|2023-11-05|6236.31
260|Pooja|Nair|pooja.nair260@yahoo.com|UAE|2020-09-04|14011.95
261|Riya|Nair|riya.nair261@outlook.com|USA|2019-03-07|17717.9
262|Aarav|Iyer|aarav.iyer262@yahoo.com|Singapore|2019-11-10|3925.57
263|Aarav|Verma|aarav.verma263@gmail.com|UAE|2021-12-24|10900.11
264|Arjun|Malhotra|arjun.malhotra264@company.com|Singapore|2023-02-04|211.94
265|Karthik|Nair|karthik.nair265@gmail.com|Australia|2021-03-19|7567.27
266|Pooja|Verma|pooja.verma266@yahoo.com|UAE|2025-07-11|15966.58
267|Sneha|Reddy|sneha.reddy267@outlook.com|India|2023-08-19|12414.33
268|Sneha|Singh|sneha.singh268@outlook.com|UAE|2024-03-22|3521.06
269|Rahul|Malhotra|rahul.malhotra269@yahoo.com|USA|2020-07-22|13320.34
270|Karthik|Kapoor|karthik.kapoor270@gmail.com|India|2024-05-04|4595.07
271|Sneha|Nair|sneha.nair271@company.com|Canada|2021-02-23|8990.27
272|Aarav|Kapoor|aarav.kapoor272@yahoo.com|Singapore|2019-02-20|5812.73
273|Karthik|Patel|karthik.patel273@yahoo.com|Germany|2024-06-09|18698.92
274|Sneha|Mehta|sneha.mehta274@company.com|UK|2023-06-18|7043.62
275|Rohan|Verma|rohan.verma275@outlook.com|Australia|2025-03-06|8646.72
276|Riya|Reddy|riya.reddy276@gmail.com|India|2022-04-24|10492.9
277|Rohan|Gupta|rohan.gupta277@yahoo.com|Germany|2019-08-07|15727.89
278|Vikram|Chopra|vikram.chopra278@gmail.com|India|2025-10-18|504.67
279|Ananya|Reddy|ananya.reddy279@yahoo.com|UK|2021-08-17|8897.81
280|Ananya|Kapoor|ananya.kapoor280@gmail.com|India|2021-07-04|5368.2
281|Rahul|Nair|rahul.nair281@yahoo.com|UK|2025-02-27|695.17
282|Sneha|Singh|sneha.singh282@gmail.com|Singapore|2025-03-17|2661.93
283|Rahul|Patel|rahul.patel283@yahoo.com|Australia|2019-12-13|19113.07
284|Kiran|Singh|kiran.singh284@outlook.com|Canada|2022-05-18|15945.04
285|Ananya|Kapoor|ananya.kapoor285@company.com|Australia|2023-06-08|400.17
286|Sneha|Patel|sneha.patel286@company.com|UK|2025-11-04|13080.96
287|Vikram|Nair|vikram.nair287@company.com|Canada|2019-10-15|17727.32
288|Pooja|Malhotra|pooja.malhotra288@yahoo.com|Canada|2019-05-17|19261.7
289|Sneha|Mehta|sneha.mehta289@gmail.com|India|2019-11-04|11220.29
290|Pooja|Chopra|pooja.chopra290@yahoo.com|UK|2021-12-06|4300.32
291|Sonal|Kapoor|sonal.kapoor291@company.com|Singapore|2024-03-01|5931.74
292|Rahul|Sharma|rahul.sharma292@yahoo.com|Australia|2024-12-12|17161.91
293|Ananya|Reddy|ananya.reddy293@gmail.com|Australia|2023-01-11|5456.63
294|Aarav|Mehta|aarav.mehta294@outlook.com|UAE|2019-02-04|2533.19
295|Meera|Kapoor|meera.kapoor295@yahoo.com|Germany|2022-02-14|2200.16
296|Sneha|Singh|sneha.singh296@company.com|Singapore|2023-11-17|3097.47
297|Kiran|Malhotra|kiran.malhotra297@gmail.com|Canada|2021-09-13|5692.56
298|Meera|Kapoor|meera.kapoor298@company.com|Germany|2021-06-16|6908.98
299|Arjun|Mehta|arjun.mehta299@company.com|USA|2021-03-06|2991.04
300|Pooja|Patel|pooja.patel300@outlook.com|Germany|2023-11-23|7684.34
301|Neha|Sharma|neha.sharma301@gmail.com|India|2022-04-05|18689.04
302|Pooja|Gupta|pooja.gupta302@outlook.com|Canada|2021-04-23|2326.69
303|Rohan|Chopra|rohan.chopra303@outlook.com|Singapore|2021-07-25|14897.39
304|Meera|Singh|meera.singh304@yahoo.com|UK|2025-04-08|10804.2
305|Rahul|Chopra|rahul.chopra305@gmail.com|UK|2020-02-16|2461.09
306|Sonal|Malhotra|sonal.malhotra306@outlook.com|Germany|2025-09-27|12952.28
307|Sneha|Patel|sneha.patel307@outlook.com|UAE|2019-10-05|17268.5
308|Aarav|Mehta|aarav.mehta308@gmail.com|Singapore|2023-06-03|1894.61
309|Sonal|Nair|sonal.nair309@outlook.com|Singapore|2022-07-13|1635.45
310|Rohan|Malhotra|rohan.malhotra310@gmail.com|Canada|2023-04-26|6691.6
311|Riya|Mehta|riya.mehta311@gmail.com|Singapore|2021-01-18|2210.77
312|Meera|Reddy|meera.reddy312@company.com|India|2024-02-13|3783.32
313|Aarav|Singh|aarav.singh313@yahoo.com|UK|2020-04-06|12662.11
314|Rahul|Kapoor|rahul.kapoor314@company.com|UK|2022-09-01|607.31
315|Sneha|Malhotra|sneha.malhotra315@company.com|UK|2019-08-20|3681.38
316|Sneha|Iyer|sneha.iyer316@outlook.com|India|2023-06-18|9107.34
317|Meera|Gupta|meera.gupta317@yahoo.com|Singapore|2023-06-17|7067.51
318|Kiran|Sharma|kiran.sharma318@yahoo.com|Germany|2025-04-07|7181.96
319|Rohan|Chopra|rohan.chopra319@outlook.com|UAE|2023-12-05|2113.67
320|Amit|Verma|amit.verma320@yahoo.com|UAE|2023-01-19|11998.84
321|Meera|Chopra|meera.chopra321@yahoo.com|UK|2024-06-11|233.68
322|Rahul|Singh|rahul.singh322@gmail.com|UK|2023-02-27|6080.91
323|Ananya|Mehta|ananya.mehta323@gmail.com|Germany|2022-05-17|17454.7
324|Neha|Malhotra|neha.malhotra324@yahoo.com|Germany|2024-11-17|10199.56
325|Vikram|Chopra|vikram.chopra325@yahoo.com|UK|2025-05-27|11525.73
326|Amit|Singh|amit.singh326@gmail.com|UAE|2024-11-06|3696.5
327|Aarav|Verma|aarav.verma327@yahoo.com|Singapore|2023-04-19|19601.64
328|Arjun|Nair|arjun.nair328@outlook.com|India|2024-05-01|2608.91
329|Pooja|Iyer|pooja.iyer329@gmail.com|UAE|2020-06-02|195.4
330|Sneha|Iyer|sneha.iyer330@gmail.com|USA|2021-04-25|11104.1
331|Arjun|Gupta|arjun.gupta331@outlook.com|UK|2020-06-02|12819.86
332|Sonal|Singh|sonal.singh332@outlook.com|India|2024-07-13|16806.9
333|Vikram|Nair|vikram.nair333@yahoo.com|India|2021-07-22|959.85
334|Ananya|Reddy|ananya.reddy334@gmail.com|India|2020-11-27|202.9
335|Neha|Chopra|neha.chopra335@outlook.com|Singapore|2022-11-22|11359.11
